raw_kpi_name,row_count,row_ratio,cumulative_row_ratio,unique_component_count,existing_bank_safe_v1_status,source_family,entity_scope,semantic_family,metric_kind,unit_hint,candidate_existing_slot,candidate_new_slot,recommended_action,confidence,transform_hint,reason
Container-DOCKER_CONTAINER_1bc4fc80d241--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_CpuPercent,204,1.6696548577871474e-05,0.9993287823780048,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_1bc4fc80d241--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemUsage,203,1.661470275150936e-05,0.9993453970807563,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_3bf443a64876--bcou-role-st-uat-statefulset-1--bcou--UATWKR03_MemLimit,182,1.4895940397904944e-05,0.9993602930211543,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_464dc801314b--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_NetworkRxBytes,181,1.4814094571542828e-05,0.9993751071157257,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_b6760337dc49--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkTxBytes,176,1.4404865439732253e-05,0.9993895119811654,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_94eca4f96efe--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_NetworkRxBytes,171,1.3995636307921678e-05,0.9994035076174733,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_9e8c309d0aab--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_NetworkRxBytes,171,1.3995636307921678e-05,0.9994175032537812,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_b6760337dc49--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemUsage,165,1.3504561349748987e-05,0.999431007815131,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_b6760337dc49--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemPercent,165,1.3504561349748987e-05,0.9994445123764807,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_d27123361435--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_CpuPercent,156,1.276794891248995e-05,0.9994572803253932,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_d27123361435--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemLimit,156,1.276794891248995e-05,0.9994700482743056,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_d27123361435--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemPercent,156,1.276794891248995e-05,0.9994828162232181,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_d27123361435--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemUsage,156,1.276794891248995e-05,0.9994955841721306,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_d27123361435--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_NetworkTxBytes,156,1.276794891248995e-05,0.999508352121043,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_3bf443a64876--bcou-role-st-uat-statefulset-1--bcou--UATWKR03_NetworkRxBytes,154,1.2604257259765721e-05,0.9995209563783028,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_7b4b80f345e0--bcou-role-st-uat-statefulset-0--bcou--UATWKR04_MemLimit,150,1.2276873954317262e-05,0.9995332332522572,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_7b4b80f345e0--bcou-role-st-uat-statefulset-0--bcou--UATWKR04_NetworkRxBytes,150,1.2276873954317262e-05,0.9995455101262115,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_2d16f5b2e830--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_NetworkRxBytes,145,1.1867644822506685e-05,0.999557377771034,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_cb2bbb5e3f90--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_NetworkRxBytes,142,1.1622107343420341e-05,0.9995689998783774,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_350771a68ac2--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemUsage,140,1.145841569069611e-05,0.9995804582940682,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_350771a68ac2--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemPercent,140,1.145841569069611e-05,0.9995919167097589,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_350771a68ac2--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_CpuPercent,140,1.145841569069611e-05,0.9996033751254496,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_350771a68ac2--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_NetworkTxBytes,139,1.1376569864333996e-05,0.999614751695314,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_c67422614c81--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_MemPercent,138,1.129472403797188e-05,0.9996260464193519,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_c67422614c81--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_CpuPercent,138,1.129472403797188e-05,0.9996373411433899,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_c67422614c81--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_NetworkTxBytes,137,1.1212878211609764e-05,0.9996485540216015,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_c67422614c81--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_MemUsage,137,1.1212878211609764e-05,0.9996597668998131,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_b6760337dc49--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemLimit,129,1.0558111600712844e-05,0.9996703250114137,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_2d16f5b2e830--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemLimit,120,9.82149916345381e-06,0.9996801465105772,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_2fa7eaebac26--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_MemPercent,120,9.82149916345381e-06,0.9996899680097407,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_2fa7eaebac26--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_MemUsage,120,9.82149916345381e-06,0.9996997895089043,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_2fa7eaebac26--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_NetworkTxBytes,120,9.82149916345381e-06,0.9997096110080678,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_2fa7eaebac26--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_CpuPercent,120,9.82149916345381e-06,0.9997194325072313,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_2c2336e2994f--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_MemLimit,120,9.82149916345381e-06,0.9997292540063948,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_89f0c1e5346c--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemLimit,114,9.330424205281118e-06,0.9997385844306,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_23bdcf67c7e3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkTxBytes,113,9.248578378919003e-06,0.999747833008979,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_23bdcf67c7e3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemUsage,112,9.166732552556889e-06,0.9997569997415315,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_bbc780df1fce--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemLimit,104,8.511965941659968e-06,0.9997655117074732,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_b6760337dc49--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkRxBytes,103,8.430120115297853e-06,0.9997739418275885,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_1bc4fc80d241--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemLimit,103,8.430120115297853e-06,0.9997823719477038,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_350771a68ac2--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemLimit,100,8.184582636211507e-06,0.99979055653034,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_89f0c1e5346c--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_NetworkRxBytes,94,7.693507678038816e-06,0.999798250038018,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_c67422614c81--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_MemLimit,92,7.529816025314587e-06,0.9998057798540434,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_464dc801314b--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemLimit,91,7.447970198952472e-06,0.9998132278242423,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_d27123361435--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_NetworkRxBytes,90,7.366124372590357e-06,0.9998205939486149,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_bbc780df1fce--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkRxBytes,89,7.284278546228241e-06,0.9998278782271611,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_1bc4fc80d241--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_NetworkRxBytes,87,7.1205868935040116e-06,0.9998349988140546,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_2fa7eaebac26--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_MemLimit,80,6.547666108969206e-06,0.9998415464801635,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_23bdcf67c7e3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemPercent,75,6.138436977158631e-06,0.9998476849171407,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_ef6cb138bb10--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemLimit,74,6.056591150796515e-06,0.9998537415082915,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_ef6cb138bb10--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemPercent,74,6.056591150796515e-06,0.9998597980994424,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_ef6cb138bb10--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemUsage,74,6.056591150796515e-06,0.9998658546905932,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_23bdcf67c7e3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_CpuPercent,74,6.056591150796515e-06,0.999871911281744,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_ef6cb138bb10--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_CpuPercent,73,5.9747453244344e-06,0.9998778860270685,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_ef6cb138bb10--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkTxBytes,73,5.9747453244344e-06,0.999883860772393,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_23bdcf67c7e3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkRxBytes,69,5.64736201898594e-06,0.999889508134412,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_69b53a78b2eb--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_MemLimit,65,5.31997871353748e-06,0.9998948281131256,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_0f6f3aa7920c--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_CpuPercent,60,4.910749581726905e-06,0.9998997388627073,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_0f6f3aa7920c--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemPercent,60,4.910749581726905e-06,0.9999046496122891,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_0f6f3aa7920c--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkTxBytes,60,4.910749581726905e-06,0.9999095603618708,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_0f6f3aa7920c--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemUsage,59,4.828903755364789e-06,0.9999143892656263,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_6d83a96887c3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_CpuPercent,58,4.747057929002674e-06,0.9999191363235552,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_6d83a96887c3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemPercent,58,4.747057929002674e-06,0.9999238833814842,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_6d83a96887c3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemUsage,58,4.747057929002674e-06,0.9999286304394132,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_6d83a96887c3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkTxBytes,58,4.747057929002674e-06,0.9999333774973421,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_23bdcf67c7e3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemLimit,57,4.665212102640559e-06,0.9999380427094448,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_76d31070b844--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_MemLimit,57,4.665212102640559e-06,0.9999427079215474,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_b2fc383d2438--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemPercent,56,4.583366276278444e-06,0.9999472912878237,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_b2fc383d2438--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemLimit,55,4.501520449916329e-06,0.9999517928082736,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_b2fc383d2438--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemUsage,55,4.501520449916329e-06,0.9999562943287236,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_b2fc383d2438--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_NetworkTxBytes,55,4.501520449916329e-06,0.9999607958491735,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_b2fc383d2438--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_CpuPercent,55,4.501520449916329e-06,0.9999652973696235,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_01eeda2c9f0b--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_CpuPercent,50,4.092291318105754e-06,0.9999693896609416,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_01eeda2c9f0b--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemPercent,50,4.092291318105754e-06,0.9999734819522598,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_01eeda2c9f0b--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemUsage,50,4.092291318105754e-06,0.9999775742435779,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_01eeda2c9f0b--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_NetworkTxBytes,50,4.092291318105754e-06,0.9999816665348961,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_6d83a96887c3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemLimit,40,3.273833054484603e-06,0.9999849403679506,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_0f6f3aa7920c--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemLimit,37,3.0282955753982575e-06,0.999987968663526,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_350771a68ac2--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_NetworkRxBytes,29,2.373528964501337e-06,0.9999903421924905,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_01eeda2c9f0b--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemLimit,27,2.209837311777107e-06,0.9999925520298023,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_6d83a96887c3--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkRxBytes,26,2.127991485414992e-06,0.9999946800212878,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_ef6cb138bb10--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkRxBytes,12,9.82149916345381e-07,0.9999956621712042,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_c67422614c81--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_NetworkRxBytes,10,8.184582636211507e-07,0.9999964806294678,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_cd2b4a29291e--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_NetworkRxBytes,10,8.184582636211507e-07,0.9999972990877314,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_0f6f3aa7920c--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkRxBytes,5,4.0922913181057537e-07,0.9999977083168632,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_ac3ba8476104--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_NetworkTxBytes,4,3.273833054484603e-07,0.9999980357001687,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_ac3ba8476104--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemUsage,4,3.273833054484603e-07,0.9999983630834741,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_ac3ba8476104--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemPercent,4,3.273833054484603e-07,0.9999986904667796,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
